Departamento: ANTIOQUIA (Código: 5), Municipio: MEDELLÍN (Código: 5001), Centro Poblado: MEDELLÍN (Código: 5001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: ORTEGA (Código: 73504), Centro Poblado: GUAIPA (Código: 73504003), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: ORTEGA (Código: 73504), Centro Poblado: HATO DE IGLESIA (Código: 73504004), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: ORTEGA (Código: 73504), Centro Poblado: LA MESA DE ORTEGA (Código: 73504007), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: ORTEGA (Código: 73504), Centro Poblado: OLAYA HERRERA (Código: 73504008), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: ORTEGA (Código: 73504), Centro Poblado: EL VERGEL (Código: 73504009), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: ORTEGA (Código: 73504), Centro Poblado: LOS GUAYABOS (Código: 73504017), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: PALOCABILDO (Código: 73520), Centro Poblado: PALOCABILDO (Código: 73520000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: PALOCABILDO (Código: 73520), Centro Poblado: ASTURIAS (Código: 73520001), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PALOCABILDO (Código: 73520), Centro Poblado: BUENOS AIRES (Código: 73520002), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PALOCABILDO (Código: 73520), Centro Poblado: GUADUALITO (Código: 73520003), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: PIEDRAS (Código: 73547), Centro Poblado: PIEDRAS (Código: 73547000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: PIEDRAS (Código: 73547), Centro Poblado: CHICALÁ (Código: 73547001), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: PIEDRAS (Código: 73547), Centro Poblado: DOIMA (Código: 73547002), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PIEDRAS (Código: 73547), Centro Poblado: GUATAQUISITO (Código: 73547003), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PIEDRAS (Código: 73547), Centro Poblado: PARADERO CHIPALO (Código: 73547005), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: PLANADAS (Código: 73555000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: BILBAO (Código: 73555001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: GAITANIA (Código: 73555002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: LA ESTRELLA (Código: 73555003), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: SUR DE ATA (Código: 73555004), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: RÍO CLARO (Código: 73555005), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: BRUSELAS (Código: 73555006), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PLANADAS (Código: 73555), Centro Poblado: SAN MIGUEL (Código: 73555007), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PRADO (Código: 73563), Centro Poblado: PRADO (Código: 73563000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: PRADO (Código: 73563), Centro Poblado: ACO (Código: 73563001), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PRADO (Código: 73563), Centro Poblado: MONTOSO (Código: 73563004), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: PURIFICACIÓN (Código: 73585000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: CHENCHE ASOLEADO (Código: 73585001), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: LOZANIA (Código: 73585002), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: VILLA ESPERANZA (Código: 73585006), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: VILLA COLOMBIA (Código: 73585007), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: EL BAURA (Código: 73585009), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: LA MATA (Código: 73585013), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: BUENAVISTA (Código: 73585015), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: PURIFICACIÓN (Código: 73585), Centro Poblado: CHENCHE UNO (Código: 73585018), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: RIOBLANCO (Código: 73616000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: HERRERA (Código: 73616001), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: PUERTO SALDAÑA (Código: 73616002), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: PALONEGRO (Código: 73616004), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: GAITÁN (Código: 73616005), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: MARACAIBO (Código: 73616006), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RIOBLANCO (Código: 73616), Centro Poblado: JUNTAS (Código: 73616009), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: RONCESVALLES (Código: 73622), Centro Poblado: RONCESVALLES (Código: 73622000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: RONCESVALLES (Código: 73622), Centro Poblado: SANTA ELENA (Código: 73622001), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: RONCESVALLES (Código: 73622), Centro Poblado: EL CEDRO (Código: 73622002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: ROVIRA (Código: 73624000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: EL CORAZÓN (Código: 73624001), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: LOS ANDES-LA BELLA (Código: 73624003), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: RIOMANSO (Código: 73624004), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: SAN PEDRO (Código: 73624005), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: GUADUALITO (Código: 73624007), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: LA FLORIDA (Código: 73624008), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: LA SELVA (Código: 73624010), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: ROVIRA (Código: 73624), Centro Poblado: LA LUISA (Código: 73624012), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: SALDAÑA (Código: 73671), Centro Poblado: SALDAÑA (Código: 73671000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: SALDAÑA (Código: 73671), Centro Poblado: JABALCÓN (Código: 73671001), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: SALDAÑA (Código: 73671), Centro Poblado: SANTA INÉS (Código: 73671002), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: SALDAÑA (Código: 73671), Centro Poblado: LA ESPERANZA (Código: 73671008), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: SALDAÑA (Código: 73671), Centro Poblado: NORMANDÍA (Código: 73671009), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: SAN ANTONIO (Código: 73675), Centro Poblado: SAN ANTONIO (Código: 73675000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: SAN ANTONIO (Código: 73675), Centro Poblado: LA FLORIDA (Código: 73675001), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: SAN ANTONIO (Código: 73675), Centro Poblado: PLAYARRICA (Código: 73675002), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: SAN ANTONIO (Código: 73675), Centro Poblado: VILLA HERMOSA (Código: 73675004), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: SAN LUIS (Código: 73678), Centro Poblado: SAN LUIS (Código: 73678000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: SAN LUIS (Código: 73678), Centro Poblado: PAYANDÉ (Código: 73678004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: SANTA ISABEL (Código: 73686), Centro Poblado: SANTA ISABEL (Código: 73686000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: SANTA ISABEL (Código: 73686), Centro Poblado: COLÓN (Código: 73686001), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: SANTA ISABEL (Código: 73686), Centro Poblado: SAN RAFAEL (Código: 73686003), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: SUÁREZ (Código: 73770), Centro Poblado: SUÁREZ (Código: 73770000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: SUÁREZ (Código: 73770), Centro Poblado: HATO VIEJO (Código: 73770001), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: SUÁREZ (Código: 73770), Centro Poblado: CAÑAVERALES (Código: 73770003), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: SUÁREZ (Código: 73770), Centro Poblado: AGUA BLANCA (Código: 73770005), Tipo: CASERÍO (CAS)
Departamento: TOLIMA (Código: 73), Municipio: VALLE DE SAN JUAN (Código: 73854), Centro Poblado: VALLE DE SAN JUAN (Código: 73854000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: VENADILLO (Código: 73861), Centro Poblado: VENADILLO (Código: 73861000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: VENADILLO (Código: 73861), Centro Poblado: JUNÍN (Código: 73861001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: VENADILLO (Código: 73861), Centro Poblado: LA SIERRITA (Código: 73861002), Tipo: CENTRO POBLADO (CP)
Departamento: TOLIMA (Código: 73), Municipio: VENADILLO (Código: 73861), Centro Poblado: MALABAR (Código: 73861003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: VENADILLO (Código: 73861), Centro Poblado: PALMAROSA (Código: 73861004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: TOLIMA (Código: 73), Municipio: VILLAHERMOSA (Código: 73870), Centro Poblado: VILLAHERMOSA (Código: 73870000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: VILLARRICA (Código: 73873), Centro Poblado: VILLARRICA (Código: 73873000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: TOLIMA (Código: 73), Municipio: VILLARRICA (Código: 73873), Centro Poblado: LA COLONIA (Código: 73873002), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: VILLARRICA (Código: 73873), Centro Poblado: LOS ALPES (Código: 73873003), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: TOLIMA (Código: 73), Municipio: VILLARRICA (Código: 73873), Centro Poblado: PUERTO LLERAS (Código: 73873004), Tipo: CABECERA INSPECCIÓN DE POLICÍA (IP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: SANTIAGO DE CALI (Código: 76001000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: EL SALADITO (Código: 76001001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: FELIDIA (Código: 76001002), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: GOLONDRINAS (Código: 76001003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: EL HORMIGUERO (Código: 76001004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA BUITRERA (Código: 76001005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA CASTILLA (Código: 76001006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA ELVIRA (Código: 76001007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA LEONERA (Código: 76001008), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA PAZ (Código: 76001009), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LOS ANDES (Código: 76001010), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: NAVARRO (Código: 76001012), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PANCE (Código: 76001013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PICHINDE (Código: 76001014), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: MONTEBELLO (Código: 76001016), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CASCAJAL II (Código: 76001019), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: VILLACARMELO (Código: 76001020), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: BRISAS DE MONTEBELLO (Código: 76001022), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CAMPO ALEGRE (Código: 76001023), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CASCAJAL I (Código: 76001024), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CRUCERO ALTO DE LOS MANGOS (Código: 76001025), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: EL FILO (Código: 76001026), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: EL PORTENTO (Código: 76001027), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA FRAGUA (Código: 76001028), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA VORÁGINE (Código: 76001029), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LAS PALMAS (Código: 76001030), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LOS CERROS (Código: 76001031), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: MONTAÑITAS (Código: 76001032), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PIZAMOS (Código: 76001034), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PUEBLO NUEVO (Código: 76001035), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: SAN FRANCISCO (Código: 76001036), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: SAN ISIDRO (Código: 76001037), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: VILLA FLAMENCO (Código: 76001038), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CASCAJAL III (Código: 76001041), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: EL ESTERO (Código: 76001042), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA LUISA (Código: 76001043), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA SIRENA (Código: 76001044), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LAS PALMAS-LA CASTILLA (Código: 76001045), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: SILOE (Código: 76001046), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA FONDA (Código: 76001047), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LOS LIMONES (Código: 76001048), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: MORGAN (Código: 76001049), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CAUCA VIEJO (Código: 76001050), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CONDOMINIO MARAÑON (Código: 76001051), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CHORRO DE PLATA (Código: 76001052), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PARCELACION CANTACLARO 1 (Código: 76001053), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PARCELACION CANTACLARO 2 (Código: 76001054), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PARCELACION LA TRINIDAD (Código: 76001055), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PIAMONTE (Código: 76001056), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: CALLEJON TABARES (Código: 76001057), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: DUQUELANDIA (Código: 76001058), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LA COLINA (Código: 76001059), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: LOS GIRASOLES (Código: 76001060), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: PILAS DEL CABUYAL (Código: 76001061), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: CALI (Código: 76001), Centro Poblado: VILLA DEL ROSARIO (Código: 76001062), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ALCALÁ (Código: 76020), Centro Poblado: ALCALÁ (Código: 76020000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ALCALÁ (Código: 76020), Centro Poblado: LA FLORESTA (Código: 76020006), Tipo: CASERÍO (CAS)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ALCALÁ (Código: 76020), Centro Poblado: LA POLONIA (Código: 76020007), Tipo: CASERÍO (CAS)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: ANDALUCÍA (Código: 76036000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: CAMPOALEGRE (Código: 76036002), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: EL SALTO (Código: 76036003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: TAMBORAL (Código: 76036006), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: ZANJÓN DE PIEDRA (Código: 76036007), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: MONTE HERMOSO (Código: 76036009), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: MADRE VIEJA (Código: 76036010), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANDALUCÍA (Código: 76036), Centro Poblado: LA PAZ (Código: 76036011), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANSERMANUEVO (Código: 76041), Centro Poblado: ANSERMANUEVO (Código: 76041000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANSERMANUEVO (Código: 76041), Centro Poblado: ANACARO (Código: 76041001), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANSERMANUEVO (Código: 76041), Centro Poblado: EL BILLAR (Código: 76041003), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANSERMANUEVO (Código: 76041), Centro Poblado: EL VERGEL (Código: 76041006), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANSERMANUEVO (Código: 76041), Centro Poblado: GRAMALOTE (Código: 76041013), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ANSERMANUEVO (Código: 76041), Centro Poblado: SALAZAR (Código: 76041021), Tipo: CENTRO POBLADO (CP)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ARGELIA (Código: 76054), Centro Poblado: ARGELIA (Código: 76054000), Tipo: CABECERA MUNICIPAL (CM)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ARGELIA (Código: 76054), Centro Poblado: EL RAIZAL (Código: 76054004), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
Departamento: VALLE DEL CAUCA (Código: 76), Municipio: ARGELIA (Código: 76054), Centro Poblado: LA AURORA (Código: 76054005), Tipo: CABECERA CORREGIMIENTO MUNICIPAL (C)
